id,설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치년월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자
119,조암시장,화성통신,경기도,화성시,전통시장,화성시,Public WiFi Free,2014-9-1,경기도 화성시 우정읍 3.1만세로 41,경기도 화성시 우정읍 조암리 350-34번지,화성시,031-369-2308,37.08278132,126.8176068,2016-09-20
120,기배동 주민센터,민원실,경기도,화성시,관공서,SKT,t wifi zon,2014-9-1,경기도 화성시 기안남로 62,경기도 화성시 기안동 457-21,기배동 주민센터,031-369-4584,37.22429881,126.9846737,2016-09-20
121,기배동 주민센터,민원실,경기도,화성시,관공서,KT,ollehwifi,2014-8-1,경기도 화성시 기안남로 62,경기도 화성시 기안동 457-21,기배동 주민센터,031-369-4584,37.22429881,126.9846737,2016-09-20
122,세동보건진료소,민원실,대전광역시,유성구,관공서,KT,,2014-1-1,,대전광역시 유성구 세동 662-3,대전광역시 유성구청,042-611-2183,36.3130241,127.2675181,2016-07-28
123,궁평항,궁평항,경기도,화성시,관광,화성시,Public WiFi Free,2014-9-1,경기도 화성시 서신면 궁평항로 1049-24,경기도 화성시 서신면 궁평리 689,화성시,031-369-2308,37.11625361,126.6817315,2016-09-20
124,남양사거리,남양사거리,경기도,화성시,전통시장,화성시,Public WiFi Free,2014-9-1,경기도 화성시 남양읍 시청로 3,경기도 화성시 남양읍 1198-3번지,화성시,031-369-2308,37.20897206,126.8186364,2016-09-20
125,남양시장,소치하우스,경기도,화성시,전통시장,화성시,Public WiFi Free,2014-9-1,경기도 화성시 남양시장로66번길 10-5,경기도 화성시 남양읍 1172-27번지,화성시,031-369-2308,37.20829178,126.8168896,2016-09-20
126,남양시장,한일마트,경기도,화성시,전통시장,화성시,Public WiFi Free,2014-9-1,경기도 화성시 남양읍 남양시장로 84,경기도 화성시 남양읍 1267-4번지,화성시,031-369-2308,37.20969513,126.8185361,2016-09-20
127,동탄1동 주민센터,민원실,경기도,화성시,관공서,동탄1동,,2014-1-1,경기도 화성시 동탄반석로 195,경기도 화성시 반송동 86,화성시 동탄1동,031-369-4663,37.20638552,127.0718904,2016-09-20
128,공성면 보건지소,대기실,경상북도,상주시,관공서,LGU+,,2013-12-1,경상북도 상주시 공성면 공성중앙로 61,경상북도 상주시 공성면 옥산리 307-2,경상북도 상주시청,054-537-7082,36.2830974,128.0925686,2015-09-30
129,상주지역자활센터,대기실,경상북도,상주시,서민·복지시설,LGU+,,2013-12-1,경상북도 상주시 중앙로 146,경상북도 상주시 남성동 50,경상북도 상주시청,054-537-7082,36.4155311,128.1540955,2015-09-30
130,상주 중앙시장,대기실,경상북도,상주시,편의시설,LGU+,,2013-12-1,경상북도 상주시 풍물시장길 15,경상북도 상주시 남성동 85-10,경상북도 상주시청,054-537-7082,36.413401,128.1606886,2015-09-30
131,상주시 보건소,대기실,경상북도,상주시,관공서,LGU+,,2013-12-1,경상북도 상주시 중앙로 111,경상북도 상주시 무양동 33-4,경상북도 상주시청,054-537-7082,36.4164612,128.1501593,2015-09-30
132,상주시 보건소,2층복도,경상북도,상주시,관공서,LGU+,,2013-12-1,경상북도 상주시 중앙로 111,경상북도 상주시 무양동 33-4,경상북도 상주시청,054-537-7082,36.4164612,128.1501593,2015-09-30
133,청리면 보건지소,대기실,경상북도,상주시,관공서,LGU+,,2013-12-1,경상북도 상주시 청리면 남상주로 1163,경상북도 상주시 청리면 월로리 661-1,경상북도 상주시청,054-537-7082,36.3397774,128.1319272,2015-09-30
134,함창읍 보건지소,대기실,경상북도,상주시,관공서,LGU+,,2013-12-1,경상북도 상주시 함창읍 함창중앙로 130,경상북도 상주시 함창읍 구향리 203-1,경상북도 상주시청,054-537-7082,36.5691024,128.1784382,2015-09-30
135,서대문구청,민원실 각층,서울특별시,서대문구,관공서,서대문구,Public WiFi@Seodaemun,2013-6-1,서울특별시 서대문구 연희로248,,서울특별시 서대문구청,02-330-8754,37.5790758,126.936794,2016-10-26
136,서대문구청 1 2별관,민원실 각층,서울특별시,서대문구,관공서,서대문구,Public WiFi@Seodaemun,2013-6-1,서울특별시 서대문구 연희로262-20,,서울특별시 서대문구청,02-330-8754,37.5809687,126.9368566,2016-10-26
137,서대문보건소,민원실 각층,서울특별시,서대문구,관공서,서대문구,Public WiFi@Seodaemun,2013-6-1,서울특별시 서대문구 연희로242,,서울특별시 서대문구청,02-330-8754,37.5785493,126.9362252,2016-10-26
138,서대문구의회,민원실 각층,서울특별시,서대문구,관공서,서대문구,Public WiFi@Seodaemun,2013-6-1,서울특별시 서대문구 통일로 279-22,,서울특별시 서대문구청,02-330-8754,37.5760083,126.954311,2016-10-26
139,자연사박물관,각층,서울특별시,서대문구,관공서,서대문구,Public WiFi@Seodaemun,2013-6-1,서울특별시 서대문구 연희로32길 51,,서울특별시 서대문구청,02-330-8754,37.5765663,126.9376126,2016-10-26
140,천연분소,사무실,서울특별시,서대문구,관공서,서대문구,Public WiFi@Seodaemun,2013-6-1,서울특별시 서대문구 독립문로 27,,서울특별시 서대문구청,02-330-8754,37.5696141,126.961293,2016-10-26
141,홍은1동주민센터,민원실 각층,서울특별시,서대문구,관공서,서대문구,Public WiFi@Seodaemun,2013-6-1,서울특별시 서대문구 홍은중앙로 85,,서울특별시 서대문구청,02-330-8754,37.5989056,126.9471111,2016-10-26
142,서대문구청 4별관(홍은2동),민원실 각층,서울특별시,서대문구,관공서,서대문구,Public WiFi@Seodaemun,2013-6-1,서울특별시 서대문구 모래내로 334,,서울특별시 서대문구청,02-330-8754,37.5801972,126.9342509,2016-10-26
143,홍제1동주민센터,민원실 각층,서울특별시,서대문구,관공서,서대문구,Public WiFi@Seodaemun,2013-6-1,서울특별시 서대문구 통일로 435-1,,서울특별시 서대문구청,02-330-8754,37.5876988,126.9448779,2016-10-26
144,홍제2동주민센터,민원실 각층,서울특별시,서대문구,관공서,서대문구,Public WiFi@Seodaemun,2013-6-1,서울특별시 서대문구 통일로34길 27,,서울특별시 서대문구청,02-330-8754,37.586107,126.949338,2016-10-26
145,홍제3동주민센터,민원실 각층,서울특별시,서대문구,관공서,서대문구,Public WiFi@Seodaemun,2013-6-1,서울특별시 서대문구 세검정로4길 32,,서울특별시 서대문구청,02-330-8754,37.5938154,126.9497,2016-10-26
146,남가좌1동주민센터,민원실 각층,서울특별시,서대문구,관공서,서대문구,Public WiFi@Seodaemun,2013-6-1,서울특별시 서대문구 수색로2길 48,,서울특별시 서대문구청,02-330-8754,37.5708753,126.9164984,2016-10-26
147,남가좌2동주민센터,민원실 각층,서울특별시,서대문구,관공서,서대문구,Public WiFi@Seodaemun,2013-6-1,서울특별시 서대문구 증가로10길 28,,서울특별시 서대문구청,02-330-8754,37.5784658,126.9238889,2016-10-26
148,북가좌1동주민센터,민원실 각층,서울특별시,서대문구,관공서,서대문구,Public WiFi@Seodaemun,2013-6-1,서울특별시 서대문구 수색로 100-55,,서울특별시 서대문구청,02-330-8754,37.5743059,126.9102097,2016-10-26
149,북가좌2동주민센터,민원실 각층,서울특별시,서대문구,관공서,서대문구,Public WiFi@Seodaemun,2013-6-1,서울특별시 서대문구 응암로1길 10,,서울특별시 서대문구청,02-330-8754,37.5815,126.9112,2016-10-26
150,연희동주민센터,민원실 각층,서울특별시,서대문구,관공서,서대문구,Public WiFi@Seodaemun,2013-6-1,서울특별시 서대문구 연희로 189,,서울특별시 서대문구청,02-330-8754,37.5739083,126.9351754,2016-10-26
151,신촌동주민센터,민원실 각층,서울특별시,서대문구,관공서,서대문구,Public WiFi@Seodaemun,2013-6-1,서울특별시 서대문구 이화여대길 92-8,,서울특별시 서대문구청,02-330-8754,37.5595583,126.9435096,2016-10-26
152,북아현동주민센터,민원실 각층,서울특별시,서대문구,관공서,서대문구,Public WiFi@Seodaemun,2013-6-1,서울특별시 서대문구 북아현로 24,,서울특별시 서대문구청,02-330-8754,37.5595,126.957025,2016-10-26
153,충현동주민센터,민원실 각층,서울특별시,서대문구,관공서,서대문구,Public WiFi@Seodaemun,2013-6-1,서울특별시 서대문구 북아현로22길 38,,서울특별시 서대문구청,02-330-8754,37.5648266,126.9546863,2016-10-26
154,천연동주민센터,민원실 각층,서울특별시,서대문구,관공서,서대문구,Public WiFi@Seodaemun,2013-6-1,서울특별시 서대문구 성산로 694,,서울특별시 서대문구청,02-330-8754,37.5711189,126.9590509,2016-10-26
155,홍은1동자치회관,민원실 각층,서울특별시,서대문구,관공서,서대문구,Public WiFi@Seodaemun,2013-6-1,서울특별시 서대문구 세검정로1길 45,,서울특별시 서대문구청,02-330-8754,37.5932285,126.9438879,2016-10-26
156,연희동자치회관,민원실 각층,서울특별시,서대문구,관공서,서대문구,Public WiFi@Seodaemun,2013-6-1,서울특별시 서대문구 증가로 13-10,,서울특별시 서대문구청,02-330-8754,37.5693512,126.9309296,2016-10-26
157,신촌동자치회관,민원실 각층,서울특별시,서대문구,관공서,서대문구,Public WiFi@Seodaemun,2013-6-1,서울특별시 서대문구 연세로2나길 47,,서울특별시 서대문구청,02-330-8754,37.5578022,126.9395129,2016-10-26
158,충현동자치회관,민원실 각층,서울특별시,서대문구,관공서,서대문구,Public WiFi@Seodaemun,2013-6-1,서울특별시 서대문구 경기대로 40,,서울특별시 서대문구청,02-330-8754,37.5629076,126.9623752,2016-10-26
159,홍제1동자치회관,민원실 각층,서울특별시,서대문구,관공서,서대문구,Public WiFi@Seodaemun,2013-6-1,서울특별시 서대문구 통일로27길 19,,서울특별시 서대문구청,02-330-8754,37.583167,126.94845,2016-10-26
160,안산방문자센터,외부옥상,서울특별시,서대문구,관공서,서대문구,Public WiFi@Seodaemun,2013-6-1,서울특별시 서대문구 연희로32길 134,,서울특별시 서대문구청,02-330-8754,37.5794903,126.9380164,2016-10-26
161,로사의집,건물 내,경상남도,함안군,편의시설,KT,Public WiFi Free,2013-12-1,경상남도 함안군 산인면 입곡공원길 224-96,경상남도 함안군 산인면 입곡리 1077-8,함안군,055-580-2114,35.2570002,128.4423879,2016-09-13
162,칠원보건지소,건물 내,경상남도,함안군,편의시설,KT,Public WiFi Free,2013-12-1,경상남도 함안군 칠원읍 용산1길 28,경상남도 함안군 칠원읍 구성리 652-9,함안군,055-580-2114,35.3088623,128.517468,2016-09-13
163,함안군청 차량등록사업소,건물 내,경상남도,함안군,편의시설,KT,Public WiFi Free,2013-12-1,경상남도 함안군 가야읍 가야12길 12,경상남도 함안군 가야읍 말산리 58-2,함안군,055-580-2114,35.2775964,128.4112703,2016-09-13
164,가야시장,시장 내,경상남도,함안군,편의시설,KT,Public WiFi Free,2014-12-1,경상남도 함안군 가야읍 가야8길 8,경상남도 함안군 가야읍 말산리 470-1,함안군,055-580-2114,35.2772457,128.4064759,2016-09-13
165,군북시장,시장 내,경상남도,함안군,편의시설,KT,Public WiFi Free,2014-12-1,경상남도 함안군 군북면 중암8길 19-1,경상남도 함안군 군북면 중암리 67-11,함안군,055-580-2114,35.261287,128.3468279,2016-09-13
166,대산시장,시장 내,경상남도,함안군,편의시설,KT,Public WiFi Free,2014-12-1,경상남도 함안군 대산면 대산중앙4길 60,경상남도 함안군 대산면 구혜리 222-3,함안군,055-580-2114,35.3524274,128.428217,2016-09-13
167,함안군 농업기술센터,건물 내,경상남도,함안군,편의시설,LGU+,Public WiFi Free,2014-12-1,경상남도 함안군 가야읍 함안대로 755,경상남도 함안군 가야읍 산서리 684-513,함안군,055-580-2114,35.293065,128.3985135,2016-09-13
168,함안노인복지회관,건물 내,경상남도,함안군,편의시설,LGU+,Public WiFi Free,2014-12-1,경상남도 함안군 가야읍 중앙남길 67,경상남도 함안군 가야읍 말산리 100,함안군,055-580-2114,35.2757186,128.410266,2016-09-13
169,군립칠원도서관,건물 내,경상남도,함안군,편의시설,KT,chilwon lib,2012-5-1,경상남도 함안군 칠원읍 원서로 56,경상남도 함안군 칠원읍 용산리 146,함안군,055-580-3641,35.3049739,128.5154683,2016-09-13
170,입암면사무소,사무실,경상북도,영양군,관공서,SKT,Public WiFi Free,2015-11-1,경상북도 영양군 입암면 조기리길 10,경상북도 영양군 입암면 신구리 481-3,경상북도 영양군청,1599-0013,36.593274,129.0903,2015-09-16
171,화남면 보건지소,대기실,경상북도,상주시,관공서,LGU+,,2013-12-1,경상북도 상주시 화남면 영남제일로 4627,경상북도 상주시 화남면 평온리 162-8,경상북도 상주시청,054-537-7082,36.4476906,127.9060238,2015-09-30
172,화북면 보건지소,대기실,경상북도,상주시,관공서,LGU+,,2013-12-1,경상북도 상주시 화북면 문장로 1685,경상북도 상주시 화북면 용유리 350-20,경상북도 상주시청,054-537-7082,36.5593337,127.9204549,2015-09-30
173,상주 행복재활원,1층거실,경상북도,상주시,서민·복지시설,KT,,2013-12-1,경상북도 상주시 개운1길 16-7,경상북도 상주시 개운동 29-4,경상북도 상주시청,054-537-7082,36.4019912,128.1503589,2015-09-30
174,상주 행복재활원,2층거실,경상북도,상주시,서민·복지시설,KT,,2013-12-1,경상북도 상주시 개운1길 16-7,경상북도 상주시 개운동 29-4,경상북도 상주시청,054-537-7082,36.4019912,128.1503589,2015-09-30
175,상주 행복재활원,강의실,경상북도,상주시,서민·복지시설,KT,,2013-12-1,경상북도 상주시 개운1길 16-7,경상북도 상주시 개운동 29-4,경상북도 상주시청,054-537-7082,36.4019912,128.1503589,2015-09-30
176,상주보육원,2층거실,경상북도,상주시,서민·복지시설,KT,,2013-12-1,경상북도 상주시 낙동면 영남제일로 1038-9,경상북도 상주시 낙동면 성동리 35,경상북도 상주시청,054-537-7082,36.4117055,128.2234121,2015-09-30
177,상주보육원,체육관,경상북도,상주시,서민·복지시설,KT,,2013-12-1,경상북도 상주시 낙동면 영남제일로 1038-9,경상북도 상주시 낙동면 성동리 35,경상북도 상주시청,054-537-7082,36.4117055,128.2234121,2015-09-30
178,상주 수화통역센터,2층 사무실,경상북도,상주시,서민·복지시설,KT,,2013-12-1,경상북도 상주시 상서문로 52 (남성동),경상북도 상주시 남성동 31-6,경상북도 상주시청,054-537-7082,36.4145302,128.1562221,2015-09-30
